,abstract,abstract-zh,authors,date,title,title-de,title-zh,url
984,"We present a novel approach for enhancing the resolution and geometric fidelity of 3D Gaussian Splatting (3DGS) beyond native training resolution. Current 3DGS methods are fundamentally limited by their input resolution, producing reconstructions that cannot extrapolate finer details than are present in the training views. Our work breaks this limitation through a lightweight generative model that predicts and refines additional 3D Gaussians where needed most. The key innovation is our Hessian-assisted sampling strategy, which intelligently identifies regions that are likely to benefit from densification, ensuring computational efficiency. Unlike computationally intensive GANs or diffusion approaches, our method operates in real-time (0.015s per inference on a single consumer-grade GPU), making it practical for interactive applications. Comprehensive experiments demonstrate significant improvements in both geometric accuracy and rendering quality compared to state-of-the-art methods, establishing a new paradigm for resolution-free 3D scene enhancement.",,"Shuja Khalid, Mohamed Ibrahim, Yang Liu",2025-06-09T16:13:12Z,GaussianVAE: Adaptive Learning Dynamics of 3D Gaussians for   High-Fidelity Super-Resolution,GaussianVAE: Adaptive Lerndynamik von 3D Gaussianern für High-Fidelity Super-Resolution,GausianVAE: 高频高频高频高频高频高分辨率3D的适应性学习动力,http://arxiv.org/abs/2506.07897v1
985,"Optimal stopping is a fundamental problem in optimization with applications in risk management, finance, robotics, and machine learning. We extend the standard framework to a multi-agent setting, named multi-agent optimal stopping (MAOS), where agents cooperate to make optimal stopping decisions in a finite-space, discrete-time environment. Since solving MAOS becomes computationally prohibitive as the number of agents is very large, we study the mean-field optimal stopping (MFOS) problem, obtained as the number of agents tends to infinity. We establish that MFOS provides a good approximation to MAOS and prove a dynamic programming principle (DPP) based on mean-field control theory. We then propose two deep learning approaches: one that learns optimal stopping decisions by simulating full trajectories and another that leverages the DPP to compute the value function and to learn the optimal stopping rule using backward induction. Both methods train neural networks to approximate optimal stopping policies. We demonstrate the effectiveness and the scalability of our work through numerical experiments on 6 different problems in spatial dimension up to 300. To the best of our knowledge, this is the first work to formalize and computationally solve MFOS in discrete time and finite space, opening new directions for scalable MAOS methods.",,"Lorenzo Magnino, Yuchen Zhu, Mathieu Laurière",2025-06-09T16:11:54Z,Learning to Stop: Deep Learning for Mean Field Optimal Stopping,Stoppen lernen: Deep Learning für das mittlere Feld Optimales Stoppen,学习到停止:为平均字段进行深度学习,http://arxiv.org/abs/2410.08850v2
986,"Surrogate models are widely used to approximate complex systems across science and engineering to reduce computational costs. Despite their widespread adoption, the field lacks standardisation across key stages of the modelling pipeline, including data sampling, model selection, evaluation, and downstream analysis. This fragmentation limits reproducibility and cross-domain utility -- a challenge further exacerbated by the rapid proliferation of AI-driven surrogate models. We argue for the urgent need to establish a structured reporting standard, the Surrogate Model Reporting Specification (SMRS), that systematically captures essential design and evaluation choices while remaining agnostic to implementation specifics. By promoting a standardised yet flexible framework, we aim to improve the reliability of surrogate modelling, foster interdisciplinary knowledge transfer, and, as a result, accelerate scientific progress in the AI era.",,"Elizaveta Semenova, Alisa Sheinkman, Timothy James Hitge, Siobhan Mackenzie Hall, Jon Cockayne",2025-06-09T16:01:25Z,SMRS: advocating a unified reporting standard for surrogate models in   the artificial intelligence era,SMRS: Für einen einheitlichen Berichterstattungsstandard für Surrogatmodelle im Zeitalter der künstlichen Intelligenz,SMRS:倡导人工智能时代代用模型的统一报告标准,http://arxiv.org/abs/2502.06753v2
987,"Data reconstruction attacks, which aim to recover the training dataset of a target model with limited access, have gained increasing attention in recent years. However, there is currently no consensus on a formal definition of data reconstruction attacks or appropriate evaluation metrics for measuring their quality. This lack of rigorous definitions and universal metrics has hindered further advancement in this field. In this paper, we address this issue in the vision domain by proposing a unified attack taxonomy and formal definitions of data reconstruction attacks. We first propose a set of quantitative evaluation metrics that consider important criteria such as quantifiability, consistency, precision, and diversity. Additionally, we leverage large language models (LLMs) as a substitute for human judgment, enabling visual evaluation with an emphasis on high-quality reconstructions. Using our proposed taxonomy and metrics, we present a unified framework for systematically evaluating the strengths and limitations of existing attacks and establishing a benchmark for future research. Empirical results, primarily from a memorization perspective, not only validate the effectiveness of our metrics but also offer valuable insights for designing new attacks.",,"Rui Wen, Yiyong Liu, Michael Backes, Yang Zhang",2025-06-09T16:00:48Z,"SoK: Data Reconstruction Attacks Against Machine Learning Models:   Definition, Metrics, and Benchmark","SoK: Datenrekonstruktion greift gegen Modelle des maschinellen Lernens an: Definition, Metrics und Benchmark",SoK:对机器学习模式进行数据重建攻击:定义、计量和基准,http://arxiv.org/abs/2506.07888v1
988,"While modern visual recognition systems have made significant advancements, many continue to struggle with the open problem of learning from few exemplars. This paper focuses on the task of object detection in the setting where object classes follow a natural long-tailed distribution. Existing methods for long-tailed detection resort to external ImageNet labels to augment the low-shot training instances. However, such dependency on a large labeled database has limited utility in practical scenarios. We propose a versatile and scalable approach to leverage optional unlabeled images, which are easy to collect without the burden of human annotations. Our SimLTD framework is straightforward and intuitive, and consists of three simple steps: (1) pre-training on abundant head classes; (2) transfer learning on scarce tail classes; and (3) fine-tuning on a sampled set of both head and tail classes. Our approach can be viewed as an improved head-to-tail model transfer paradigm without the added complexities of meta-learning or knowledge distillation, as was required in past research. By harnessing supplementary unlabeled images, without extra image labels, SimLTD establishes new record results on the challenging LVIS v1 benchmark across both supervised and semi-supervised settings.",,Phi Vu Tran,2025-06-09T16:00:42Z,SimLTD: Simple Supervised and Semi-Supervised Long-Tailed Object   Detection,"SimLTD: Einfache, überwachte und halbüberwachte Langzeitobjekterkennung",SimLTD: 简单监视和半监视长途远航物体探测,http://arxiv.org/abs/2412.20047v3
989,"We construct four Schauder bases for the space $C[0,1]$, one using ReLU functions, another using Softplus functions, and two more using sigmoidal versions of the ReLU and Softplus functions. This establishes the existence of a basis using these functions for the first time, and improves on the universal approximation property associated with them.",,"Anand Ganesh, Babhrubahan Bose, Anand Rajagopalan",2025-06-09T15:55:43Z,"Schauder Bases for $C[0, 1]$ Using ReLU, Softplus and Two Sigmoidal   Functions","Schauder-Basis für $C[0, 1]$ mit ReLU, Softplus und zwei Sigmoidal-Funktionen","使用 ReLU、 Softplus 和两个悬浮函数的 Schauder 基地[0, 1]$C[0, 1]美元",http://arxiv.org/abs/2506.07884v1
990,"Counterfactual image generation presents significant challenges, including preserving identity, maintaining perceptual quality, and ensuring faithfulness to an underlying causal model. While existing auto-encoding frameworks admit semantic latent spaces which can be manipulated for causal control, they struggle with scalability and fidelity. Advancements in diffusion models present opportunities for improving counterfactual image editing, having demonstrated state-of-the-art visual quality, human-aligned perception and representation learning capabilities. Here, we present a suite of diffusion-based causal mechanisms, introducing the notions of spatial, semantic and dynamic abduction. We propose a general framework that integrates semantic representations into diffusion models through the lens of Pearlian causality to edit images via a counterfactual reasoning process. To our knowledge, this is the first work to consider high-level semantic identity preservation for diffusion counterfactuals and to demonstrate how semantic control enables principled trade-offs between faithful causal control and identity preservation.",,"Rajat Rasal, Avinash Kori, Fabio De Sousa Ribeiro, Tian Xia, Ben Glocker",2025-06-09T15:54:00Z,Diffusion Counterfactual Generation with Semantic Abduction,Diffusion Gegenfaktische Generation mit semantischer Abduktion,以语义绑架方式传播反实际生成,http://arxiv.org/abs/2506.07883v1
991,"We study the transfer learning (TL) for the functional linear regression (FLR) under the Reproducing Kernel Hilbert Space (RKHS) framework, observing that the TL techniques in existing high-dimensional linear regression are not compatible with the truncation-based FLR methods, as functional data are intrinsically infinite-dimensional and generated by smooth underlying processes. We measure the similarity across tasks using RKHS distance, allowing the type of information being transferred to be tied to the properties of the imposed RKHS. Building on the hypothesis offset transfer learning paradigm, two algorithms are proposed: one conducts the transfer when positive sources are known, while the other leverages aggregation techniques to achieve robust transfer without prior information about the sources. We establish asymptotic lower bounds for this learning problem and show that the proposed algorithms enjoy a matching upper bound. These analyses provide statistical insights into factors that contribute to the dynamics of the transfer. We also extend the results to functional generalized linear models. The effectiveness of the proposed algorithms is demonstrated via extensive synthetic data as well as real-world data applications.",,"Haotian Lin, Matthew Reimherr",2025-06-09T15:50:41Z,On Hypothesis Transfer Learning of Functional Linear Models,Über Hypothesentransfer Lernen von funktionalen Linearmodellen,关于职能线性模型学习的假设转移,http://arxiv.org/abs/2206.04277v5
992,"We study a class of distributed optimization algorithms that aim to alleviate high communication costs by allowing clients to perform multiple local gradient-type training steps before communication. In a recent breakthrough, Mishchenko et al. (2022) proved that local training, when properly executed, leads to provable communication acceleration, and this holds in the strongly convex regime without relying on any data similarity assumptions. However, their ProxSkip method requires all clients to take the same number of local training steps in each communication round. We propose a redesign of the ProxSkip method, allowing clients with ``less important'' data to get away with fewer local training steps without impacting the overall communication complexity of the method. In particular, we prove that our modified method, GradSkip, converges linearly under the same assumptions and has the same accelerated communication complexity, while the number of local gradient steps can be reduced relative to a local condition number. We further generalize our method by extending the randomness of probabilistic alternations to arbitrary unbiased compression operators and by considering a generic proximable regularizer. This generalization, which we call GradSkip+, recovers several related methods in the literature as special cases. Finally, we present an empirical study on carefully designed toy problems that confirm our theoretical claims.",,"Artavazd Maranjyan, Mher Safaryan, Peter Richtárik",2025-06-09T15:48:07Z,GradSkip: Communication-Accelerated Local Gradient Methods with Better   Computational Complexity,GradSkip: Kommunikationsbeschleunigte lokale Gradientenmethoden mit besserer Computational Complexity,"GradSkip:通讯加速的地方渐进法,具有更好的计算复杂度",http://arxiv.org/abs/2210.16402v3
993,"Fatigue-induced crack growth is a leading cause of structural failure across critical industries such as aerospace, civil engineering, automotive, and energy. Accurate prediction of stress intensity factors (SIFs) -- the key parameters governing crack propagation in linear elastic fracture mechanics -- is essential for assessing fatigue life and ensuring structural integrity. While machine learning (ML) has shown great promise in SIF prediction, its advancement has been severely limited by the lack of rich, transparent, well-organized, and high-quality datasets.   To address this gap, we introduce SIFBench, an open-source, large-scale benchmark database designed to support ML-based SIF prediction. SIFBench contains over 5 million different crack and component geometries derived from high-fidelity finite element simulations across 37 distinct scenarios, and provides a unified Python interface for seamless data access and customization. We report baseline results using a range of popular ML models -- including random forests, support vector machines, feedforward neural networks, and Fourier neural operators -- alongside comprehensive evaluation metrics and template code for model training, validation, and assessment. By offering a standardized and scalable resource, SIFBench substantially lowers the entry barrier and fosters the development and application of ML methods in damage tolerance design and predictive maintenance.",,"Tushar Gautam, Robert M. Kirby, Jacob Hochhalter, Shandian Zhe",2025-06-09T15:46:46Z,SIFBench: An Extensive Benchmark for Fatigue Analysis,SIFBench: Ein umfassender Benchmark für die Ermüdungsanalyse,"SIFBench:关于 "" 致命分析 "" 的广泛基准",http://arxiv.org/abs/2506.01173v2
994,"Algorithmic trading in modern financial markets is widely acknowledged to exhibit strategic, game-theoretic behaviors whose complexity can be difficult to model. A recent series of papers (Chriss, 2024b,c,a, 2025) has made progress in the setting of trading for position building. Here parties wish to buy or sell a fixed number of shares in a fixed time period in the presence of both temporary and permanent market impact, resulting in exponentially large strategy spaces. While these papers primarily consider the existence and structural properties of equilibrium strategies, in this work we focus on the algorithmic aspects of the proposed model. We give an efficient algorithm for computing best responses, and show that while the temporary impact only setting yields a potential game, best response dynamics do not generally converge for the general setting, for which no fast algorithm for (Nash) equilibrium computation is known. This leads us to consider the broader notion of Coarse Correlated Equilibria (CCE), which we show can be computed efficiently via an implementation of Follow the Perturbed Leader (FTPL). We illustrate the model and our results with an experimental investigation, where FTPL exhibits interesting behavior in different regimes of the relative weighting between temporary and permanent market impact.",,"Michael Kearns, Mirah Shi",2025-06-09T15:46:11Z,Algorithmic Aspects of Strategic Trading,Algorithmische Aspekte des strategischen Handels,战略贸易的算法方面,http://arxiv.org/abs/2502.07606v2
995,"This paper presents a new approach for batch Bayesian Optimization (BO) called Thompson Sampling-Regret to Sigma Ratio directed sampling (TS-RSR), where we sample a new batch of actions by minimizing a Thompson Sampling approximation of a regret to uncertainty ratio. Our sampling objective is able to coordinate the actions chosen in each batch in a way that minimizes redundancy between points whilst focusing on points with high predictive means or high uncertainty. Theoretically, we provide rigorous convergence guarantees on our algorithm's regret, and numerically, we demonstrate that our method attains state-of-the-art performance on a range of challenging synthetic and realistic test functions, where it outperforms several competitive benchmark batch BO algorithms.",,"Zhaolin Ren, Na Li",2025-06-09T15:42:30Z,TS-RSR: A provably efficient approach for batch Bayesian Optimization,TS-RSR: Ein nachweislich effizienter Ansatz für die Batch Bayesian Optimierung,TS-RSR:对Bayesian的批量最佳化采取可衡量有效办法,http://arxiv.org/abs/2403.04764v4
996,"As attention-based deep learning models scale in size and complexity, diagnosing their faults becomes increasingly challenging. In this work, we conduct an empirical study to evaluate the potential of Hessian-based analysis for diagnosing faults in attention-based models. Specifically, we use Hessian-derived insights to identify fragile regions (via curvature analysis) and parameter interdependencies (via parameter interaction analysis) within attention mechanisms. Through experiments on three diverse models (HAN, 3D-CNN, DistilBERT), we show that Hessian-based metrics can localize instability and pinpoint fault sources more effectively than gradients alone. Our empirical findings suggest that these metrics could significantly improve fault diagnosis in complex neural architectures, potentially improving software debugging practices.",,"Sigma Jahan, Mohammad Masudur Rahman",2025-06-09T15:40:32Z,Can Hessian-Based Insights Support Fault Diagnosis in Attention-based   Models?,Können Hessian-Based Insights Fehlerdiagnosen in aufmerksamkeitsbasierten Modellen unterstützen?,以海珊为基地的洞察能支持以关注为基础的模型中的过失诊断吗?,http://arxiv.org/abs/2506.07871v1
997,"Transformer models have achieved remarkable success across various AI applications but face significant training costs. Low-bit training, such as INT8 training, can leverage computational units with higher throughput, and has already demonstrated its effectiveness on GPT2 models with block-level quantization. However, it struggles with modern Transformer variants incorporating GLU units. This is because those variants demonstrate complex distributions of activation outliers. To address the challenge, we propose Fallback Quantization, implementing mixed-precision GEMM that dynamically falls back 8-bit to 16-bit for activation blocks containing outliers. Experiments show that our approach is robustly competent in both fine-tuning and pretraining settings. Moreover, our method achieves a 1.57x end-to-end training speedup on RTX4090 GPUs.",,"Pengle Zhang, Jia Wei, Jintao Zhang, Jun Zhu, Jianfei Chen",2025-06-09T15:37:17Z,Accurate INT8 Training Through Dynamic Block-Level Fallback,Genaues INT8-Training durch dynamischen Block-Level-Fallback,通过动态区档级后退进行准确的INT8培训,http://arxiv.org/abs/2503.08040v3
998,"In this paper, we aim to model 3D scene geometry, appearance, and the underlying physics purely from multi-view videos. By applying various governing PDEs as PINN losses or incorporating physics simulation into neural networks, existing works often fail to learn complex physical motions at boundaries or require object priors such as masks or types. In this paper, we propose FreeGave to learn the physics of complex dynamic 3D scenes without needing any object priors. The key to our approach is to introduce a physics code followed by a carefully designed divergence-free module for estimating a per-Gaussian velocity field, without relying on the inefficient PINN losses. Extensive experiments on three public datasets and a newly collected challenging real-world dataset demonstrate the superior performance of our method for future frame extrapolation and motion segmentation. Most notably, our investigation into the learned physics codes reveals that they truly learn meaningful 3D physical motion patterns in the absence of any human labels in training.",,"Jinxi Li, Ziyang Song, Siyuan Zhou, Bo Yang",2025-06-09T15:31:25Z,FreeGave: 3D Physics Learning from Dynamic Videos by Gaussian Velocity,FreeGave: 3D Physik Lernen aus dynamischen Videos von Gaussian Velocity,FreeGave: Gaussian 速度从动态视频学习 3D物理,http://arxiv.org/abs/2506.07865v1
999,"Type 1 Diabetes (T1D) affects millions worldwide, requiring continuous monitoring to prevent severe hypo- and hyperglycemic events. While continuous glucose monitoring has improved blood glucose management, deploying predictive models on wearable devices remains challenging due to computational and memory constraints. To address this, we propose a novel Lightweight Sequential Transformer model designed for blood glucose prediction in T1D. By integrating the strengths of Transformers' attention mechanisms and the sequential processing of recurrent neural networks, our architecture captures long-term dependencies while maintaining computational efficiency. The model is optimized for deployment on resource-constrained edge devices and incorporates a balanced loss function to handle the inherent data imbalance in hypo- and hyperglycemic events. Experiments on two benchmark datasets, OhioT1DM and DiaTrend, demonstrate that the proposed model outperforms state-of-the-art methods in predicting glucose levels and detecting adverse events. This work fills the gap between high-performance modeling and practical deployment, providing a reliable and efficient T1D management solution.",,"Mirko Paolo Barbato, Giorgia Rigamonti, Davide Marelli, Paolo Napoletano",2025-06-09T15:27:43Z,Lightweight Sequential Transformers for Blood Glucose Level Prediction   in Type-1 Diabetes,Leichte Sequentielle Transformer für Blutglukose-Level-Vorhersage bei Typ-1-Diabetes,一型糖尿病血凝胶水平预测的轻量量 轻序式变压器,http://arxiv.org/abs/2506.07864v1
1000,"Variational Autoencoders (VAEs) remain a cornerstone of generative computer vision, yet their training is often plagued by artifacts that degrade reconstruction and generation quality. This paper introduces VIVAT, a systematic approach to mitigating common artifacts in KL-VAE training without requiring radical architectural changes. We present a detailed taxonomy of five prevalent artifacts - color shift, grid patterns, blur, corner and droplet artifacts - and analyze their root causes. Through straightforward modifications, including adjustments to loss weights, padding strategies, and the integration of Spatially Conditional Normalization, we demonstrate significant improvements in VAE performance. Our method achieves state-of-the-art results in image reconstruction metrics (PSNR and SSIM) across multiple benchmarks and enhances text-to-image generation quality, as evidenced by superior CLIP scores. By preserving the simplicity of the KL-VAE framework while addressing its practical challenges, VIVAT offers actionable insights for researchers and practitioners aiming to optimize VAE training.",,"Lev Novitskiy, Viacheslav Vasilev, Maria Kovaleva, Vladimir Arkhipkin, Denis Dimitrov",2025-06-09T15:27:03Z,VIVAT: Virtuous Improving VAE Training through Artifact Mitigation,VIVAT: Tugendhafte Verbesserung der VAE-Ausbildung durch Artefakt-Minderung,"VIVAT:通过减少非手工行为,提高VAE培训的道德水平",http://arxiv.org/abs/2506.07863v1
1001,"Graph machine learning, particularly using graph neural networks, heavily relies on node features. However, many real-world systems, such as social and biological networks, lack node features due to privacy concerns, incomplete data, or collection limitations. Structural and positional encoding are commonly used to address this but are constrained by the maximum values of the encoded properties, such as the highest node degree. This limitation makes them impractical for scale-free networks and applications involving large or non-categorical properties. This paper introduces PropEnc, a novel and versatile encoder to generate expressive node embedding from any graph metric. By combining histogram construction with reversed index encoding, PropEnc offers a flexible solution that supports low-dimensional representations and diverse input types, effectively mitigating sparsity issues while improving computational efficiency. Additionally, it replicates one-hot encoding or approximates indices with high accuracy, making it adaptable to a wide range of graph applications. We validate PropEnc through extensive experiments on graph classification task across several social networks lacking node features. The empirical results demonstrate that PropEnc offers an efficient mechanism for constructing node features from various graph metrics.",,"Anwar Said, Waseem Abbas, Xenofon Koutsoukos",2025-06-09T15:26:59Z,PropEnc: A Property Encoder for Graph Neural Networks,Propenc: Ein Objekt-Encoder für Graph-Neural-Netzwerke,PropEnc: 图形神经网络的属性编码器,http://arxiv.org/abs/2409.11554v3
1002,"Despite substantial progress in promoting fairness in high-stake applications using machine learning models, existing methods often modify the training process, such as through regularizers or other interventions, but lack formal guarantees that fairness achieved during training will generalize to unseen data. Although overfitting with respect to prediction performance has been extensively studied, overfitting in terms of fairness loss has received far less attention. This paper proposes a theoretical framework for analyzing fairness generalization error through an information-theoretic lens. Our novel bounding technique is based on Efron-Stein inequality, which allows us to derive tight information-theoretic fairness generalization bounds with both Mutual Information (MI) and Conditional Mutual Information (CMI). Our empirical results validate the tightness and practical relevance of these bounds across diverse fairness-aware learning algorithms. Our framework offers valuable insights to guide the design of algorithms improving fairness generalization.",,"Firas Laakom, Haobo Chen, Jürgen Schmidhuber, Yuheng Bu",2025-06-09T15:24:56Z,Fairness Overfitting in Machine Learning: An Information-Theoretic   Perspective,Fairness Overfiting in Machine Learning: Eine informationstheoretische Perspektive,在机器学习中过分适应公平:信息理论视角,http://arxiv.org/abs/2506.07861v1
1003,"We study the problem of unsupervised 3D semantic segmentation on raw point clouds without needing human labels in training. Existing methods usually formulate this problem into learning per-point local features followed by a simple grouping strategy, lacking the ability to discover additional and possibly richer semantic priors beyond local features. In this paper, we introduce LogoSP to learn 3D semantics from both local and global point features. The key to our approach is to discover 3D semantic information by grouping superpoints according to their global patterns in the frequency domain, thus generating highly accurate semantic pseudo-labels for training a segmentation network. Extensive experiments on two indoor and an outdoor datasets show that our LogoSP surpasses all existing unsupervised methods by large margins, achieving the state-of-the-art performance for unsupervised 3D semantic segmentation. Notably, our investigation into the learned global patterns reveals that they truly represent meaningful 3D semantics in the absence of human labels during training.",,"Zihui Zhang, Weisheng Dai, Hongtao Wen, Bo Yang",2025-06-09T15:21:37Z,LogoSP: Local-global Grouping of Superpoints for Unsupervised Semantic   Segmentation of 3D Point Clouds,LogoSP: Lokale-globale Gruppierung von Superpoints für unbeaufsichtigte semantische Segmentierung von 3D-Punkt-Clouds,LogoSP: 3D点云无监督的语义分割超点地方-全球组别,http://arxiv.org/abs/2506.07857v1
1004,"Graph Neural Networks (GNNs) excel at modeling relational data but face significant challenges in high-stakes domains due to unquantified uncertainty. Conformal prediction (CP) offers statistical coverage guarantees, but existing methods often produce overly conservative prediction intervals that fail to account for graph heteroscedasticity and structural biases. While residual reweighting CP variants address some of these limitations, they neglect graph topology, cluster-specific uncertainties, and risk data leakage by reusing training sets. To address these issues, we propose Residual Reweighted GNN (RR-GNN), a framework designed to generate minimal prediction sets with provable marginal coverage guarantees.   RR-GNN introduces three major innovations to enhance prediction performance. First, it employs Graph-Structured Mondrian CP to partition nodes or edges into communities based on topological features, ensuring cluster-conditional coverage that reflects heterogeneity. Second, it uses Residual-Adaptive Nonconformity Scores by training a secondary GNN on a held-out calibration set to estimate task-specific residuals, dynamically adjusting prediction intervals according to node or edge uncertainty. Third, it adopts a Cross-Training Protocol, which alternates the optimization of the primary GNN and the residual predictor to prevent information leakage while maintaining graph dependencies. We validate RR-GNN on 15 real-world graphs across diverse tasks, including node classification, regression, and edge weight prediction. Compared to CP baselines, RR-GNN achieves improved efficiency over state-of-the-art methods, with no loss of coverage.",,"Zheng Zhang, Jie Bao, Zhixin Zhou, Nicolo Colombo, Lixin Cheng, Rui Luo",2025-06-09T15:19:17Z,Residual Reweighted Conformal Prediction for Graph Neural Networks,Residual Reweighted Conformal Prediction for Graph Neural Networks,图形神经网络的重新加权常规预测,http://arxiv.org/abs/2506.07854v1
1005,"In this note, we extend the conditional local independence testing theory developed in Christgau et al. (2024) to Ito processes. The result can be applied to causal discovery in dynamic systems.",,"Mingzhou Liu, Xinwei Sun, Yizhou Wang",2025-06-09T15:08:41Z,Conditional Local Independence Testing with Application to Dynamic   Causal Discovery,Conditional Local Independence Testing mit Anwendung auf Dynamische Kausal-Discovery,"有条件的局部独立测试,应用到动态因子发现",http://arxiv.org/abs/2506.07844v1
1006,"Energy-Based Models (EBMs) provide a flexible framework for generative modeling, but their training remains theoretically challenging due to the need to approximate normalization constants and efficiently sample from complex, multi-modal distributions. Traditional methods, such as contrastive divergence and score matching, introduce biases that can hinder accurate learning. In this work, we present a theoretical analysis of Jarzynski reweighting, a technique from non-equilibrium statistical mechanics, and its implications for training EBMs. We focus on the role of the choice of the kernel and we illustrate these theoretical considerations in two key generative frameworks: (i) flow-based diffusion models, where we reinterpret Jarzynski reweighting in the context of stochastic interpolants to mitigate discretization errors and improve sample quality, and (ii) Restricted Boltzmann Machines, where we analyze its role in correcting the biases of contrastive divergence. Our results provide insights into the interplay between kernel choice and model performance, highlighting the potential of Jarzynski reweighting as a principled tool for generative learning.",,Davide Carbone,2025-06-09T15:08:01Z,Jarzynski Reweighting and Sampling Dynamics for Training Energy-Based   Models: Theoretical Analysis of Different Transition Kernels,Jarzynski Umgewichtungs- und Probenahmedynamiken für das Training energiebasierter Modelle: Theoretische Analyse verschiedener Übergangskerne,Jarzynski 培训以能源为基础的模型的加权和抽样动态:对不同过渡核心的理论分析,http://arxiv.org/abs/2506.07843v1
1007,"Federated Learning (FL) allows collaborative training among multiple devices without data sharing, thus enabling privacy-sensitive applications on mobile or Internet of Things (IoT) devices, such as mobile health and asset tracking. However, designing an FL system with good model utility that works with low computation/communication overhead on heterogeneous, resource-constrained mobile/IoT devices is challenging. To address this problem, this paper proposes FedX, a novel adaptive model decomposition and quantization FL system for IoT. To balance utility with resource constraints on IoT devices, FedX decomposes a global FL model into different sub-networks with adaptive numbers of quantized bits for different devices. The key idea is that a device with fewer resources receives a smaller sub-network for lower overhead but utilizes a larger number of quantized bits for higher model utility, and vice versa. The quantization operations in FedX are done at the server to reduce the computational load on devices. FedX iteratively minimizes the losses in the devices' local data and in the server's public data using quantized sub-networks under a regularization term, and thus it maximizes the benefits of combining FL with model quantization through knowledge sharing among the server and devices in a cost-effective training process. Extensive experiments show that FedX significantly improves quantization times by up to 8.43X, on-device computation time by 1.5X, and total end-to-end training time by 1.36X, compared with baseline FL systems. We guarantee the global model convergence theoretically and validate local model convergence empirically, highlighting FedX's optimization efficiency.",,"Phung Lai, Xiaopeng Jiang, Hai Phan, Cristian Borcea, Khang Tran, An Chen, Vijaya Datta Mayyuri, Ruoming Jin",2025-06-09T15:06:57Z,FedX: Adaptive Model Decomposition and Quantization for IoT Federated   Learning,FedX: Adaptive Modellzersetzung und Quantisierung für IoT-Federated Learning,FFX:国际oT联合会学习的适应性模型分解和量化,http://arxiv.org/abs/2504.12849v3
1008,"Graph Neural Networks (GNNs) are increasingly being used for a variety of ML applications on graph data. Because graph data does not follow the independently and identically distributed (i.i.d.) assumption, adversarial manipulations or incorrect data can propagate to other data points through message passing, which deteriorates the model's performance. To allow model developers to remove the adverse effects of manipulated entities from a trained GNN, we study the recently formulated problem of Corrective Unlearning. We find that current graph unlearning methods fail to unlearn the effect of manipulations even when the whole manipulated set is known. We introduce a new graph unlearning method, Cognac, which can unlearn the effect of the manipulation set even when only 5% of it is identified. It recovers most of the performance of a strong oracle with fully corrected training data, even beating retraining from scratch without the deletion set while being 8x more efficient. We hope our work assists GNN developers in mitigating harmful effects caused by issues in real-world data, post-training. Our code is publicly available at https://github.com/cognac-gnn-unlearning/corrective-unlearning-for-gnns",,"Varshita Kolipaka, Akshit Sinha, Debangan Mishra, Sumit Kumar, Arvindh Arun, Shashwat Goel, Ponnurangam Kumaraguru",2025-06-09T15:05:59Z,A Cognac Shot To Forget Bad Memories: Corrective Unlearning for Graph   Neural Networks,"Ein Cognac, um schlechte Erinnerungen zu vergessen: Korrektives Lernen für Graphen-Neural-Netzwerke",为忘记坏记忆而拍摄的科格纳克白兰地:为图形神经网络进行矫正性学习,http://arxiv.org/abs/2412.00789v4
1009,"In order to unlock the potential of diverse sensors, we investigate a method to transfer knowledge between time-series modalities using a multimodal \textit{temporal} representation space for Human Activity Recognition (HAR). Specifically, we explore the setting where the modality used in testing has no labeled data during training, which we refer to as Unsupervised Modality Adaptation (UMA). We categorize existing UMA approaches as Student-Teacher or Contrastive Alignment methods. These methods typically compress continuous-time data samples into single latent vectors during alignment, inhibiting their ability to transfer temporal information through real-world temporal distortions. To address this, we introduce Cross-modal Transfer Through Time (C3T), which preserves temporal information during alignment to handle dynamic sensor data better. C3T achieves this by aligning a set of temporal latent vectors across sensing modalities. Our extensive experiments on various camera+IMU datasets demonstrate that C3T outperforms existing methods in UMA by at least 8% in accuracy and shows superior robustness to temporal distortions such as time-shift, misalignment, and dilation. Our findings suggest that C3T has significant potential for developing generalizable models for time-series sensor data, opening new avenues for various multimodal applications.",,"Abhi Kamboj, Anh Duy Nguyen, Minh N. Do",2025-06-09T15:03:39Z,C3T: Cross-modal Transfer Through Time for Sensor-based Human Activity   Recognition,C3T: Grenzüberschreitender Transfer durch Zeit für sensorgestützte menschliche Aktivitätserkennung,C3T: 以传感器为基础的人类活动识别跨时间跨模式转让,http://arxiv.org/abs/2407.16803v3
